TF	Target	EdgeWeight
AR	ERCC-00130	0.002064651809632778
LEF1	NRP2	0.0020638376008719206
GATA4	TBX20	0.002063608495518565
EGR1	HIF3A	0.0020633034873753786
GATA4	ACOX3	0.00206292187795043
TFAP2A	FUBP1	0.0020627155900001526
GATA4	SIX6	0.0020624352619051933
NANOG	FOXJ1	0.002061988925561309
KLF5	OTX2	0.0020619381684809923
EZH2	WLS	0.0020610091742128134
BCL11A	KLF5	0.002060677157714963
KLF5	MMP16	0.00205965805798769
SNAI2	SEMA6D	0.0020590322092175484
JUND	SIX6	0.002058610785752535
FOXP1	MSX1	0.0020580312702804804
MXI1	ANKRD6	0.00205763871781528
GATA2	XRCC6	0.002057589590549469
GATA4	TFAP2A	0.002056808676570654
BCL11A	ZNF585B	0.0020565404556691647
KLF5	SRSF6	0.0020561153069138527
GATA2	LIN28A	0.0020558494143188
LEF1	SLITRK2	0.0020555811934173107
ZFP42	HOPX	0.0020549457985907793
KLF5	ACTC1	0.0020546577870845795
FOXH1	EMB	0.0020530468318611383
FOXH1	SSFA2	0.0020522018894553185
GATA4	CDC7	0.0020515955984592438
FOXH1	RBBP8	0.002051469637081027
KLF5	RFC3	0.002050490817055106
BCL11A	MYOF	0.0020504409912973642
FOXP1	NCAPG	0.002049678936600685
FOXP1	RUNX1	0.002049678238108754
GATA6	BTG2	0.0020494682248681784
OTX2	NFIC	0.0020493590272963047
SOX2	SEMA6A	0.002048969967290759
TCF4	TNFRSF11B	0.0020477042999118567
EGR1	PGM2	0.00204722722992301
BCL11A	CCNB2	0.002046778565272689
GATA3	ASH2L	0.0020458062645047903
GATA2	DSCC1	0.002045489614829421
FOXP1	PPARGC1B	0.0020445366390049458
GATA4	MAN1A1	0.002044483320787549
SOX2	HOXB7	0.002044152235612273
TFAP2A	PRPS2	0.0020438984502106905
KLF5	SUPT7L	0.002043797168880701
BCL11A	TEAD4	0.0020436118356883526
EGR1	ERCC-00095	0.0020433063618838787
OTX2	MEIS2	0.0020432823803275824
GATA2	HNRNPD	0.002043242799118161
FOXP1	FREM1	0.002042978536337614
GATA4	TLR4	0.002042790874838829
SOX17	RAI1	0.0020417612977325916
SOX17	CALB1	0.002041588071733713
EZH2	NAP1L3	0.0020415878389030695
EGR1	LRRCC1	0.0020409077405929565
LEF1	DAB2	0.002040621591731906
TCF4	PDLIM3	0.002040558261796832
OTX2	ANKRD1	0.0020405170507729053
GATA3	TRUB1	0.0020404448732733727
EGR1	POLR2K	0.002040102146565914
MXI1	SKA3	0.0020396674517542124
FOXP1	ZCCHC11	0.0020394176244735718
HAND2	PRSS23	0.002039179904386401
KLF5	HMGN2	0.0020387955009937286
LEF1	LGR5	0.002037801081314683
GATA3	ZNF587	0.0020374127198010683
TFAP2A	BCLAF1	0.002037253463640809
LEF1	CPVL	0.0020370378624647856
FOXH1	DKK4	0.002036845311522484
EZH2	TIMP3	0.0020367580000311136
EGR1	HMGN2	0.0020358182955533266
FOXH1	MDM4	0.002035813871771097
SOX2	AK4	0.0020355000160634518
TCF4	FAM69A	0.0020354781299829483
BCL11A	PLAGL1	0.00203528325073421
GATA6	JUND	0.0020344285294413567
TFAP2A	SNX14	0.002033816184848547
GATA3	DNAJB14	0.0020331626292318106
KLF5	XRCC6	0.0020321172196418047
SOX17	KLF8	0.002031937474384904
GATA2	MYOCD	0.0020317640155553818
HAND2	SFMBT1	0.0020311716943979263
GATA2	ATG4C	0.002031018491834402
LEF1	PPARGC1B	0.0020302492193877697
EGR1	SLC35F1	0.0020301085896790028
EZH2	CEP290	0.0020300918258726597
EZH2	HDGF	0.0020297153387218714
TFAP2A	ALS2CR8	0.0020296063739806414
EGR1	GRPR	0.0020295078866183758
FOXH1	RUNX1	0.002028368879109621
AR	XRN1	0.002028352115303278
FOXH1	MTERF	0.002027958631515503
LEF1	DYNC1I1	0.0020276729483157396
OTX2	TDP2	0.0020275709684938192
GATA3	NONO	0.00202740915119648
GATA2	SLC36A4	0.0020273225381970406
GATA3	GABRB3	0.002025711117312312
HAND2	MITF	0.002025405177846551
FOXH1	RBPJ	0.0020251767709851265
OTX2	DAB2	0.002024541376158595
SOX17	NHLH2	0.0020243204198777676
SOX2	ERCC-00044	0.0020233651157468557
GATA4	ARHGAP29	0.0020227835047990084
KLF5	CDH11	0.0020227772183716297
FOXP1	ERCC-00112	0.0020219392608851194
TFAP2A	AFF4	0.0020217089913785458
GATA3	NFIB	0.002021475462242961
SOX2	KAL1	0.002019991399720311
LEF1	PRIM1	0.0020188959315419197
EZH2	ITGA5	0.002018674975261092
AR	AFF1	0.0020180202554911375
GATA2	BCLAF1	0.0020179536659270525
TFAP2A	FAM89A	0.0020175068639218807
SOX2	ZNF142	0.002016904531046748
GATA4	CNBP	0.0020160661078989506
GATA4	CDC20	0.002015782753005624
TFAP2A	ITGA5	0.002015272155404091
TCF4	MYOF	0.0020147510804235935
GATA2	LPGAT1	0.00201463233679533
LEF1	NEDD9	0.0020137375686317682
EGR1	SLC46A3	0.0020131031051278114
GATA2	OTUD6B	0.0020122788846492767
GATA4	ALPK2	0.002011865610256791
KLF5	ASS1	0.002011775504797697
GATA3	MCM6	0.002011009957641363
SOX2	MEPE	0.0020099589601159096
EGR1	ODC1	0.002008712152019143
EGR1	ANXA3	0.002008521230891347
KLF5	AGPAT5	0.002008157316595316
OTX2	CA14	0.002007822971791029
TFAP2A	NDC80	0.0020077142398804426
OTX2	NDUFC2-KCTD14	0.0020064760465174913
KLF5	INSIG2	0.002004543785005808
KLF5	SH3BGRL	0.002004223642870784
MXI1	ERBB4	0.0020041593816131353
TFAP2A	WDFY1	0.0020038012880831957
GATA4	MEX3C	0.002003174740821123
OTX2	PLP1	0.0020031605381518602
LEF1	SNRPD1	0.0020030562300235033
KLF5	XRCC5	0.0020029668230563402
KLF5	BRWD1	0.002002799417823553
SMAD2	TBX3	0.00200263480655849
GATA4	TRIM25	0.0020021533127874136
OTX2	RIPPLY1	0.0020018292125314474
EZH2	SFMBT1	0.0020008787978440523
TFAP2A	CEP290	0.0020001628436148167
GATA2	ECI2	0.002000143053010106
MXI1	TRIM22	0.00200010952539742
SOX2	ERCC-00092	0.0020000559743493795
GATA3	RBMX	0.0019998846109956503
LEF1	PELI2	0.0019998822826892138
KLF5	MAP3K2	0.0019997728522866964
EOMES	RIN2	0.001999347237870097
EGR1	SLC36A4	0.0019989588763564825
SOX17	ISL1	0.0019989414140582085
GATA3	SERHL2	0.001998870400711894
TCF4	ST8SIA4	0.001998413121327758
EGR1	KIF15	0.0019983104430139065
MXI1	LIFR	0.0019975288305431604
GATA6	PRSS35	0.001997048035264015
OTX2	RAB31	0.0019958242774009705
GATA2	RARG	0.0019952727016061544
BCL11A	ERCC-00044	0.0019927965477108955
PRDM1	DNMT3B	0.0019926552195101976
SOX17	LPIN1	0.0019925807137042284
MXI1	PPARGC1B	0.0019919509068131447
FOXH1	ZIC3	0.0019912177231162786
TFAP2A	ZNF24	0.0019905625376850367
GATA6	MAP3K2	0.0019904710352420807
TFAP2A	EEF1A1	0.001990401651710272
FOXH1	SNX16	0.001988919684663415
SOX17	ANKMY2	0.001988873817026615
EGR1	RGPD2	0.0019888447131961584
SOX2	CD9	0.0019887464586645365
GATA4	MEF2D	0.0019880072213709354
MXI1	EPHA4	0.0019872616976499557
MXI1	ATRX	0.0019871664699167013
KLF5	STAT2	0.0019870931282639503
GATA4	HOPX	0.0019870102405548096
LEF1	SNRPB	0.001986624440178275
GATA2	CBX3	0.0019848349038511515
EGR1	PLAGL2	0.0019847301300615072
TFAP2A	NRP2	0.0019844616763293743
FOXH1	ITGA6	0.001984371803700924
FOXP1	TGFB1I1	0.0019843161571770906
TFAP2A	SNAPC3	0.001983999740332365
OTX2	CDH11	0.00198379741050303
GATA2	CSRP2	0.0019835515413433313
BCL11A	MED16	0.0019831364043056965
KLF5	COL1A2	0.001982915448024869
KLF5	DPYSL3	0.0019826528150588274
MXI1	RORB	0.0019819652661681175
GATA4	SRSF10	0.001981880981475115
MXI1	CDK6	0.00198172009550035
LEF1	GLIPR2	0.001981165260076523
KLF5	DAAM1	0.0019809789955615997
GATA2	RIPPLY1	0.0019805319607257843
EZH2	MANEA	0.0019794779364019632
OTX2	NLGN4X	0.001978815533220768
MXI1	GRPR	0.0019786758348345757
FOXH1	CDC7	0.0019784383475780487
EZH2	ARHGAP28	0.001978120068088174
GATA4	SERHL2	0.0019777670968323946
TFAP2A	CCPG1	0.001977610168978572
FOXH1	POLB	0.001977350562810898
TFAP2A	CYP26A1	0.001977114472538233
EZH2	PMP22	0.0019770709332078695
MXI1	ESCO2	0.0019770064391195774
GATA3	AK4	0.0019769167993217707
FOXP1	FOXF1	0.0019767209887504578
BCL11A	SNAI2	0.001976673025637865
GATA4	LMO2	0.001976669067516923
EGR1	IRF1	0.0019761156290769577
GATA6	SCD5	0.0019761112052947283
GATA4	TFB2M	0.0019756718538701534
TFAP2A	PRICKLE1	0.0019751680083572865
SOX17	SNAI2	0.001975063467398286
FOXH1	BAG3	0.001974396174773574
KLF5	MEX3C	0.0019741130527108908
GATA2	PRKACB	0.001973504899069667
LEF1	EPCAM	0.001972511177882552
BCL11A	ARID3A	0.001972476253286004
AR	LEPREL1	0.0019723805598914623
FOXH1	HSD17B11	0.001972086261957884
KLF5	MRPS35	0.001971646212041378
AR	OTX2	0.001971040852367878
BCL11A	NCAPG	0.0019708736799657345
EGR1	SYNE2	0.0019704438745975494
KLF5	NPM1	0.00197043945081532
EZH2	MEF2D	0.0019704357255250216
OTX2	ELK3	0.0019702110439538956
HAND2	ARID5B	0.0019698571413755417
KLF5	GYPE	0.001969714183360338
AR	OXTR	0.001969283912330866
KLF5	ENC1	0.0019692224450409412
TCF4	ERCC-00044	0.001969138393178582
TFAP2A	WWP1	0.0019690196495503187
FOXH1	EPHA4	0.0019688340835273266
DNMT3B	SP110	0.001968510216102004
GATA2	ZRANB2	0.001968367723748088
JUND	NKX3-1	0.00196832581423223
BCL11A	GLMN	0.001968266209587455
KLF5	WDR35	0.001968178665265441
KLF5	PSIP1	0.0019678636454045773
GATA2	MRPS35	0.001967641059309244
MXI1	ALS2CR8	0.00196689460426569
SNAI2	HOXB4	0.0019667972810566425
KLF5	PCDH7	0.0019662228878587484
AR	YPEL5	0.001966153969988227
KLF5	CTBP1	0.0019656126387417316
LEF1	AGPAT5	0.001963907852768898
SMAD2	KLF5	0.0019636801443994045
KLF5	RAD51AP1	0.0019636726938188076
LEF1	TRIM27	0.001963604474440217
SOX17	GDAP1	0.0019632787443697453
BCL11A	CD200	0.001962935319170356
GATA2	FUS	0.0019622098188847303
GATA4	SOX5	0.0019618356600403786
KLF5	CSRP2	0.001961805857717991
LEF1	LIMCH1	0.0019615746568888426
MXI1	WDFY1	0.001961061730980873
EGR1	DUSP10	0.0019610028248280287
EGR1	IFI16	0.001959729241207242
MXI1	MYBBP1A	0.0019595238845795393
MXI1	KDM6A	0.0019587816204875708
BCL11A	PRIM1	0.0019575771875679493
KLF5	ERCC-00003	0.0019572812598198652
KLF5	MEPE	0.001956894062459469
GATA3	UNC5D	0.001956863794475794
GATA2	MAMLD1	0.0019567871931940317
DNMT3B	GATA2	0.001955887069925666
FOXH1	SH3RF1	0.001955108018592
FOXH1	ZNF585B	0.0019550854340195656
FOXP1	CIITA	0.001954617677256465
LEF1	HRSP12	0.001954138046130538
GATA2	WDR12	0.001954101026058197
BCL11A	RRAS2	0.001953924773260951
BCL11A	ZNF589	0.00195387308485806
FOXH1	PURA	0.001953864237293601
OTX2	TGFB1	0.001953295897692442
FOXP1	EPHA4	0.00195235142018646
GATA2	NXT2	0.0019512302242219448
GATA4	TRIP13	0.0019505633972585201
KLF5	SOS2	0.0019505234668031335
SNAI2	ELAVL2	0.0019504997180774808
SOX17	RFESD	0.0019480312475934625
GATA6	ERCC-00074	0.0019478315953165293
LEF1	PLK2	0.0019476459128782153
SOX2	PIK3R5	0.001946771051734686
FOXP1	ALS2CR8	0.001946598757058382
EZH2	RXRG	0.0019464861834421754
TFAP2A	B4GALT4	0.0019462740747258067
TFAP2A	ST8SIA4	0.0019449490355327725
KLF5	RGS5	0.0019447820959612727
OTX2	MEF2D	0.0019443280762061477
EGR1	NPM1	0.0019442521734163165
GATA2	PPARA	0.0019439412280917168
GATA4	TCF19	0.00194277532864362
SMAD2	MSX1	0.001942733651958406
KLF5	TTN	0.0019425023347139359
EGR1	MED16	0.001942314556799829
KLF5	ERCC-00092	0.0019420370226725936
FOXH1	ZDHHC21	0.0019418394658714533
EGR1	TSPAN12	0.0019406352657824755
EGR1	ASB4	0.0019404245540499687
EZH2	NFIA	0.0019402619218453765
EZH2	B4GALT4	0.0019401137251406908
GATA4	SNRPD1	0.001939889625646174
BCL11A	MECOM	0.0019391386304050684
BCL11A	EZH2	0.0019391319947317243
FOXH1	ZBTB10	0.0019389539957046509
GATA2	ETV7	0.0019384735496714711
GATA3	ZNF471	0.0019382332684472203
EZH2	ARHGAP42	0.0019378111464902759
EGR1	SULF2	0.0019378057913854718
LEF1	MRPL1	0.0019370493246242404
GATA4	CUX1	0.001937025343067944
GATA4	GTF3C4	0.0019365730695426464
LEF1	SFPQ	0.0019361644517630339
EZH2	TIPARP	0.0019358692225068808
STAT3	ZNF165	0.0019355687545612454
GATA4	TMEM64	0.0019355539698153734
TCF4	CREB3L4	0.0019354247488081455
BCL11A	SMAD5	0.0019333078525960445
LEF1	PTMA	0.0019331874791532755
TFAP2A	CAMK2D	0.0019314403180032969
EZH2	GRHL2	0.0019312953809276223
KLF5	TRPS1	0.001931112026795745
LEF1	GATA6	0.0019309745403006673
KLF5	RBBP8	0.0019304413581267
AR	TSPAN12	0.0019300878047943115
EZH2	JMJD1C	0.0019294016528874636
GATA2	HNRNPK	0.0019291987409815192
FOXH1	DAAM1	0.0019289939664304256
EGR1	DNA2	0.0019289427436888218
TRIM28	GRHL1	0.0019282662542536855
TCF4	TGFB1I1	0.0019279667176306248
BCL11A	ZNF30	0.0019278809195384383
TFAP2A	HAPLN1	0.001927195698954165
MXI1	TIPIN	0.001927044941112399
GATA2	PAM	0.0019268443575128913
TFAP2A	DDAH1	0.0019266704330220819
GATA6	CDK6	0.0019263859139755368
GATA2	MAFG	0.001926372991874814
GATA4	CPVL	0.00192602863535285
GATA2	RIOK1	0.001924227806739509
KLF5	PTPRZ1	0.0019237399101257324
EZH2	WWTR1	0.0019233506172895432
KLF5	TFPI	0.0019225068390369415
KLF5	WDHD1	0.0019224599236622453
MXI1	DRAM2	0.0019220197573304176
BCL11A	ZEB1	0.0019219530513510108
KLF5	ERCC-00145	0.0019203508272767067
KLF5	OTUD6B	0.0019203264964744449
EGR1	NFYB	0.001920175040140748
EOMES	DPYSL3	0.0019200111273676157
GATA4	ZNF512	0.0019199862144887447
GATA3	XRCC5	0.0019196473294869065
KLF5	RHAG	0.001919231261126697
EZH2	SLC35F1	0.0019171618623659015
EGR1	NT5DC3	0.0019169849110767245
KLF5	UTP18	0.0019144467078149319
FOXH1	HNRNPK	0.0019136558985337615
EOMES	ERCC-00092	0.00191310525406152
EGR1	GATA4	0.0019129933789372444
GATA6	ZBTB10	0.0019129901193082333
EZH2	IL6ST	0.0019128669518977404
BCL11A	ANKZF1	0.0019125330727547407
BCL11A	HNRNPD	0.00191219849511981
GATA3	FBXO34	0.0019120703218504786
GATA4	MYBL2	0.0019119895296171308
KLF5	NUP35	0.0019113881280645728
GATA6	GYPE	0.0019111147848889232
KLF5	ROR2	0.001910220948047936
LEF1	PRICKLE1	0.0019097807817161083
FOXH1	RIOK1	0.0019096005707979202
TP53	SOX3	0.0019095683237537742
MXI1	NRP2	0.0019091111607849598
KLF5	ERCC-00108	0.001909108948893845
TFAP2A	CCDC141	0.0019090129062533379
FOXP1	MPHOSPH9	0.0019085025414824486
KLF5	PLK2	0.0019081977661699057
MXI1	ESRRG	0.001908089965581894
GATA3	CCDC81	0.0019079898484051228
SOX2	SLC46A3	0.001907162368297577
SOX17	ANKRD1	0.0019066632958129048
TCF4	MAPK10	0.0019064857624471188
EZH2	FBN1	0.0019059275509789586
KLF5	IRF1	0.0019048558315262198
EGR1	CCNA2	0.0019044106593355536
GATA2	SLC39A8	0.0019041297491639853
KLF5	DNA2	0.0019040063489228487
FOXH1	RHAG	0.0019031979609280825
OTX2	MCM2	0.0019027253147214651
GATA2	TCOF1	0.0019020270556211472
GATA4	TGFB1	0.0019014225108548999
KLF5	REV3L	0.001901365933008492
FOXH1	LDB2	0.001901173614896834
EZH2	SERPINE2	0.0019009861862286925
GATA4	RORB	0.0019004321657121181
EZH2	MATN3	0.001899935770779848
MXI1	TIPARP	0.0018996106227859855
MXI1	CCNA2	0.001899514812976122
SOX17	ARHGAP28	0.0018995042191818357
SOX2	PRDM14	0.0018989716190844774
SOX2	KIF21A	0.001898388029076159
KLF5	QPCT	0.0018977891886606812
GATA3	SNX14	0.0018971554236486554
EGR1	WWP1	0.0018967322539538145
TFAP2A	ERCC-00112	0.001895169960334897
EGR1	ACTC1	0.0018947222270071507
FOXH1	DACH1	0.0018944466719403863
GATA3	ERCC-00062	0.0018943148897960782
KLF5	EPB41L3	0.0018939271103590727
GATA2	HOMER1	0.0018936864798888564
BCL11A	PSIP1	0.0018936098786070943
JUND	SOX3	0.001893470878712833
EGR1	SRSF1	0.001893254928290844
KLF5	ZNF8	0.001893054461106658
GATA2	BCL11B	0.0018923734314739704
TFAP2A	ARL4D	0.0018919617868959904
GATA2	NFE2L3	0.0018915986875072122
TFAP2A	SFRP1	0.0018910578219220042
TCF4	FREM1	0.0018909955397248268
BCL11A	DPF2	0.001890847459435463
FOXH1	SEMA5A	0.0018899585120379925
GATA4	KLHL12	0.0018897049594670534
TFAP2A	SEMA3A	0.0018894580425694585
LEF1	ARNT2	0.0018886398756876588
GATA2	POLR1A	0.0018879910930991173
GATA6	MYOCD	0.0018878788687288761
LEF1	ALPK2	0.0018864822341129184
GATA4	CDCA8	0.0018864463781937957
KLF5	STK38L	0.0018859986448660493
GATA4	FZD5	0.0018854421796277165
FOXP1	SKA3	0.0018853943329304457
EGR1	ZNF107	0.0018853169167414308
KLF5	ZBTB38	0.0018852698849514127
TFAP2A	NFATC3	0.0018842562567442656
MXI1	PTPRZ1	0.0018839449621737003
HAND2	HAND1	0.0018834586953744292
GATA2	LHX1	0.0018825234146788716
BCL11A	GTF2H2D	0.001882038894109428
SMAD2	KHDRBS2	0.00188172806520015
KLF5	CHEK2	0.0018814286449924111
GATA4	ZBTB38	0.0018812671769410372
TFAP2A	POLR2D	0.0018807979067787528
MXI1	NAP1L3	0.0018803173443302512
GATA2	GATAD2A	0.0018801572732627392
EZH2	PTPRZ1	0.0018794762436300516
HAND2	ZNF219	0.0018784673884510994
OTX2	APLNR	0.0018784134881570935
EZH2	LDB2	0.0018782237311825156
FOXH1	ZFHX3	0.0018782196566462517
MXI1	SERHL2	0.001878117211163044
TFAP2A	RAI14	0.0018780132522806525
BCL11A	NFATC3	0.0018779521342366934
EZH2	FST	0.0018774967174977064
AR	KIF23	0.001877365168184042
EZH2	AFF4	0.0018771933391690254
TCF4	APOBEC3C	0.001877114293165505
SOX17	PIK3R5	0.0018767748260870576
LEF1	HCFC1	0.00187633594032377
TFAP2A	APEX1	0.001873560599051416
SOX2	HOXB6	0.001872637658379972
BCL11A	GATA2	0.0018723764223977923
TCF4	DDHD2	0.0018709264695644379
FOXH1	CTBP1	0.001870610867626965
EGR1	TFB2M	0.001870193867944181
TFAP2A	MCM3	0.001869049621745944
AR	ERCC-00009	0.0018684103852137923
TFAP2A	DRAM2	0.0018679071217775345
GATA2	SSFA2	0.001867443323135376
BCL11A	SEMA3E	0.001867326907813549
OTX2	SNAPC4	0.0018672599690034986
GATA4	LGR4	0.0018669746350497007
TFAP2A	PRDM14	0.001866779988631606
EZH2	FN1	0.001866666367277503
EGR1	PLOD2	0.0018666450632736087
TFAP2A	DNMT3B	0.0018666364485397935
AR	ERCC-00002	0.0018660451751202345
GATA4	CCND1	0.00186579255387187
FOXH1	ZNF24	0.0018653165316209197
KLF5	CDK6	0.0018650211859494448
KLF5	SNX16	0.001865018275566399
BCL11A	BCAR3	0.0018641767092049122
MXI1	GRHL2	0.0018640040652826428
GATA2	NUSAP1	0.0018635311862453818
FOXP1	HOXB2	0.0018633290892466903
BCL11A	EEF1A1	0.0018620126647874713
STAT3	LMO2	0.0018619515467435122
MLLT3	RIPPLY1	0.0018617049790918827
OTX2	HNRNPAB	0.0018616912420839071
OTX2	ZNF488	0.001861434313468635
EGR1	RBM14	0.00186123326420784
FOXH1	FUBP1	0.001861128257587552
GATA2	SOX5	0.001861009863205254
EGR1	SHOX	0.0018607329111546278
KLF5	APOBEC3C	0.0018607026431709528
GATA3	LIMD1	0.0018602070631459355
EZH2	LIFR	0.0018600515322759748
EOMES	NKX3-1	0.0018598734168335795
EZH2	STK3	0.0018595446599647403
KLF5	VHL	0.0018589756218716502
EGR1	ESPL1	0.0018586459336802363
GATA4	KIF15	0.0018579689785838127
KLF5	LMX1B	0.001857912284322083
GATA4	CCKBR	0.0018574889982119203
MXI1	ACOX3	0.0018573623383417726
BCL11A	HLX	0.0018558744341135025
GATA4	JPH1	0.0018545289058238268
FOXH1	SRSF1	0.0018542727921158075
SOX2	RFPL2	0.0018541919998824596
KLF5	KIAA1109	0.0018540512537583709
MXI1	HAND1	0.0018540368182584643
KLF5	ZNF398	0.0018536625429987907
KLF5	ARID3B	0.001853192807175219
LEF1	SOX13	0.0018524216720834374
AR	PSMD9	0.001851616078056395
KLF5	TRIP11	0.0018515848787501454
KLF5	IL6ST	0.0018514598486945033
EGR1	DRAM2	0.0018512100214138627
GATA2	SLC46A3	0.0018509326037019491
EZH2	SCD5	0.001850915839895606
FOXH1	FBXO34	0.0018507014028728008
EZH2	SEMA6A	0.0018503688042983413
GATA6	BCL11B	0.0018497179262340069
EGR1	CDCA7L	0.0018493342213332653
TFAP2A	PSIP1	0.0018490689108148217
GATA6	HDAC9	0.0018490006914362311
FOXH1	ASXL1	0.001848938292823732
FOXH1	ERCC-00131	0.001848748535849154
EGR1	DMBX1	0.0018483283929526806
KLF5	APC	0.0018468601629137993
BCL11A	RNF14	0.001846762141212821
ZFP42	CCDC81	0.0018465444445610046
MXI1	VPS54	0.0018465095199644566
GATA4	ZNF83	0.0018457199912518263
FOXH1	NFYB	0.001845592982135713
GATA2	SAP18	0.0018445065943524241
EGR1	ASXL1	0.0018441065913066268
LEF1	HPRT1	0.0018437771359458566
OTX2	SLC36A4	0.0018431138014420867
BCL11A	PRKACB	0.0018429604824632406
OTX2	FLRT2	0.0018429007614031434
KLF5	HMGA1	0.0018428054172545671
GATA4	KLF7	0.00184126035310328
SMAD2	SMARCD3	0.0018408660544082522
EZH2	LIMCH1	0.0018405223963782191
GATA2	PRIC285	0.0018400894477963448
KLF5	ST8SIA1	0.0018396604573354125
STAT3	TDRD7	0.001839435426518321
EGR1	ZNF238	0.0018392449710518122
SOX17	GLDC	0.0018384491559118032
KLF5	KLF8	0.0018379833782091737
TFAP2A	CNTRL	0.0018374193459749222
LEF1	PDGFRA	0.0018372972263023257
LEF1	UHRF1	0.0018371384358033538
AR	SMAD5	0.0018362351693212986
MXI1	OTX2	0.0018361449474468827
BCL11A	POLR2I	0.001836038543842733
TFAP2A	BMP4	0.0018358681118115783
EZH2	COBLL1	0.0018344888230785728
GATA2	FAM69A	0.0018343988340348005
FOXH1	SRSF3	0.0018343417905271053
MXI1	ZFYVE16	0.0018341721734032035
EZH2	ZBTB38	0.001834052032791078
OTX2	E2F7	0.001833933056332171
FOXP1	PPT2	0.0018333661137148738
TFAP2A	ASS1	0.0018322094110772014
EZH2	GPC6	0.0018310005543753505
TFAP2A	CDCA7L	0.0018300159135833383
GATA2	SFMBT1	0.00182990706525743
FOXH1	RFXANK	0.0018297986825928092
KLF5	RRAS2	0.0018297077622264624
KLF5	MCM5	0.0018292299937456846
EZH2	GPSM2	0.0018288252176716924
KLF5	LTBP1	0.001828752108849585
SMAD2	SNAI2	0.0018268369603902102
GATA2	SPPL2A	0.0018268359126523137
SOX17	SERPINE2	0.0018266626866534352
GATA4	RPE	0.0018244051607325673
KLF5	HLA-DRB1	0.0018238624325022101
GATA2	ESRP1	0.001823615632019937
GATA4	GPC6	0.0018230769783258438
KLF5	AFF1	0.0018225940875709057
GATA3	SATB1	0.0018208071123808622
GATA2	ZNF589	0.0018194506410509348
LEF1	TJP2	0.0018193521536886692
EZH2	EOMES	0.0018188109388574958
TFAP2A	C12ORF23	0.0018187431851401925
BCL11A	ITGA6	0.0018186377128586173
TFAP2A	NUP35	0.0018183583160862327
TCF4	CDCA7L	0.0018180359620600939
SOX17	GRPR	0.0018168870592489839
KLF5	GLRX	0.0018168787937611341
EGR1	CBFA2T2	0.0018166842637583613
OTX2	FOXF1	0.0018154027638956904
TFAP2A	GRPR	0.0018151839030906558
EGR1	PLSCR4	0.0018150843679904938
EZH2	BNIP3	0.0018139180028811097
MXI1	GCA	0.001813301001675427
GATA3	MTERF	0.0018127983203157783
EGR1	ERCC-00108	0.001812394242733717
GATA3	DUSP4	0.001811845344491303
GATA2	POLR2I	0.0018117520958185196
TFAP2A	PLAU	0.0018103794427588582
TFAP2A	MME	0.001809696783311665
SOX2	PAWR	0.001809239387512207
GATA2	PDLIM3	0.0018091332167387009
TCF4	INSIG2	0.0018090148223564029
GATA3	EMB	0.001808677799999714
GATA2	MAP3K2	0.001807822030968964
GATA2	PDE3B	0.001807351945899427
LEF1	TCF4	0.0018070481019094586
KLF5	SLC46A3	0.0018070454243570566
FOXP1	MAMLD1	0.0018067361088469625
FOXH1	GPC6	0.0018064702162519097
LEF1	FAM46A	0.001806328073143959
GATA4	ERCC-00095	0.0018061901209875941
BCL11A	MRS2	0.001804950414225459
GATA6	NRP2	0.0018048586789518595
FOXH1	KAL1	0.0018048222409561276
EZH2	CDK6	0.0018043883610516787
LEF1	SOX7	0.0018042996525764465
GATA4	FOXD3	0.0018040870781987906
GATA4	SPP1	0.001802514772862196
AR	NT5DC3	0.001801332226023078
SOX17	SAMD3	0.0018008737824857235
BCL11A	KHSRP	0.0018008691258728504
KLF5	KIAA1467	0.0018006856553256512
KLF5	NFATC3	0.0017998103285208344
GATA6	ATRX	0.0017992864595726132
BCL11A	JMJD1C	0.001799129880964756
KLF5	HSD17B11	0.0017981796991080046
FOXH1	IFI16	0.0017979571130126715
GATA2	ESPL1	0.001797342672944069
GATA6	MAN1A1	0.0017965479055419564
EGR1	KDM6A	0.0017963200807571411
GATA2	SALL3	0.0017959695542231202
GATA4	CHL1	0.0017951991176232696
GATA4	LGALSL	0.001794364769011736
KLF5	SLC36A4	0.0017941065598279238
FOXP1	APOBEC3G	0.0017932539340108633
SOX17	LIFR	0.0017918429803103209
TFAP2A	PLK1	0.001791811198927462
MXI1	PSIP1	0.0017907428555190563
MXI1	NKX3-1	0.0017904784763231874
EGR1	BNIP3	0.0017900929087772965
FOXH1	S1PR3	0.001789498026482761
GATA4	FAM135A	0.0017886710120365024
GATA2	CDK6	0.0017884991830214858
MXI1	CNKSR3	0.0017883721739053726
OTX2	HTRA1	0.0017872643657028675
TCF4	MMP16	0.0017867389833554626
EZH2	MAFF	0.001786698354408145
BCL11A	DPYSL3	0.0017866040579974651
FOXH1	APOBEC3C	0.0017858092905953526
EGR1	MYBL2	0.0017853818135336041
KLF5	H1F0	0.0017853013705462217
FOXH1	MANEA	0.0017850520089268684
KLF5	TMF1	0.0017849425785243511
TFAP2A	MLLT3	0.0017846992705017328
FOXH1	GLIPR2	0.0017843169625848532
MXI1	BCAR3	0.0017819220665842295
TCF4	DKK4	0.0017818041378632188
GATA4	RGPD2	0.0017809992423281074
EGR1	CCDC138	0.0017798248445615172
